querySequenceId	categoryId	direction
ncbi-curated/KP821552	S6_genotype_24	FORWARD
ncbi-curated/KP821553	S6_genotype_24	FORWARD
ncbi-curated/KP821554	S6_genotype_18	FORWARD
ncbi-curated/KP821555	S6_genotype_18	FORWARD
ncbi-curated/KP821556	S6_genotype_18	FORWARD
ncbi-curated/KP821557	S6_genotype_19	FORWARD
ncbi-curated/KP821558	S6_genotype_8	FORWARD
ncbi-curated/KP821559	S6_genotype_18	FORWARD
ncbi-curated/KP821560	S6_genotype_5	FORWARD
ncbi-curated/KP821561	S6_genotype_5	FORWARD
ncbi-curated/KP821562	S6_genotype_5	FORWARD
ncbi-curated/KP821563	S6_genotype_5	FORWARD
ncbi-curated/KP821564	S6_genotype_5	FORWARD
ncbi-curated/KP821565	S6_genotype_9	FORWARD
ncbi-curated/KP821566	S6_genotype_5	FORWARD
ncbi-curated/KP821567	S6_genotype_5	FORWARD
ncbi-curated/KP821568	S6_genotype_9	FORWARD
ncbi-curated/KP821569	S6_genotype_9	FORWARD
ncbi-curated/KP821570	S6_genotype_9	FORWARD
ncbi-curated/KP821571	S6_genotype_9	FORWARD
ncbi-curated/KP821572	S6_genotype_5	FORWARD
ncbi-curated/KP821573	S6_genotype_5	FORWARD
ncbi-curated/KP821574	S6_genotype_5	FORWARD
ncbi-curated/KP821575	S6_genotype_5	FORWARD
ncbi-curated/KP821576	S6_genotype_14	FORWARD
ncbi-curated/KP821577	S6_genotype_14	FORWARD
ncbi-curated/KP821578	S6_genotype_14	FORWARD
ncbi-curated/KP821579	S6_genotype_14	FORWARD
ncbi-curated/KP821580	S6_genotype_15	FORWARD
ncbi-curated/KP821581	S6_genotype_18	FORWARD
ncbi-curated/KP821582	S6_genotype_5	FORWARD
ncbi-curated/KP821583	S6_genotype_12	FORWARD
ncbi-curated/KR061883	S6_genotype_25	FORWARD
ncbi-curated/KT002583	S6_genotype_7	FORWARD
ncbi-curated/KT002583	S6_genotype_19	FORWARD
ncbi-curated/KT317669	S6_genotype_24	FORWARD
ncbi-curated/KT317679	S6_genotype_3	FORWARD
ncbi-curated/KT317689	S6_genotype_8	FORWARD
ncbi-curated/KT317699	S6_genotype_10	FORWARD
ncbi-curated/KT869017	S6_genotype_14	FORWARD
ncbi-curated/KT885060	S6_genotype_9	FORWARD
ncbi-curated/KT885070	S6_genotype_11	FORWARD
ncbi-curated/KT885080	S6_genotype_9	FORWARD
ncbi-curated/KT946756	S6_genotype_12	FORWARD
ncbi-curated/KT946757	S6_genotype_12	FORWARD
ncbi-curated/KT946758	S6_genotype_12	FORWARD
ncbi-curated/KU234262	S6_genotype_1	FORWARD
ncbi-curated/KU569995	S6_genotype_18	FORWARD
ncbi-curated/KU760992	S6_genotype_26	FORWARD
ncbi-curated/KU760992	S6_genotype_24	FORWARD
ncbi-curated/KU761002	S6_genotype_26	FORWARD
ncbi-curated/KU761002	S6_genotype_24	FORWARD
ncbi-curated/KX164024	S6_genotype_1	FORWARD
ncbi-curated/KX164034	S6_genotype_3	FORWARD
ncbi-curated/KX164034	S6_genotype_6	FORWARD
ncbi-curated/KX164044	S6_genotype_3	FORWARD
ncbi-curated/KX164044	S6_genotype_6	FORWARD
ncbi-curated/KX164054	S6_genotype_3	FORWARD
ncbi-curated/KX164054	S6_genotype_6	FORWARD
ncbi-curated/KX164064	S6_genotype_5	FORWARD
ncbi-curated/KX164074	S6_genotype_9	FORWARD
ncbi-curated/KX164084	S6_genotype_12	FORWARD
ncbi-curated/KX164094	S6_genotype_12	FORWARD
ncbi-curated/KX164104	S6_genotype_13	FORWARD
ncbi-curated/KX164114	S6_genotype_3	FORWARD
ncbi-curated/KX164114	S6_genotype_6	FORWARD
ncbi-curated/KX164124	S6_genotype_8	FORWARD
ncbi-curated/KX164134	S6_genotype_19	FORWARD
ncbi-curated/KX164134	S6_genotype_7	FORWARD
ncbi-curated/KX164144	S6_genotype_22	FORWARD
ncbi-curated/KX164154	S6_genotype_17	FORWARD
ncbi-curated/KX234083	S6_genotype_26	FORWARD
ncbi-curated/KX302639	S6_genotype_16	FORWARD
ncbi-curated/KX599364	S6_genotype_11	FORWARD
ncbi-curated/KX599364	S6_genotype_24	FORWARD
ncbi-curated/KX695175	S6_genotype_24	FORWARD
ncbi-curated/KX695175	S6_genotype_11	FORWARD
ncbi-curated/KX695175	S6_genotype_20	FORWARD
ncbi-curated/KY049848	S6_genotype_1	FORWARD
ncbi-curated/KY049858	S6_genotype_1	FORWARD
ncbi-curated/KY049867	S6_genotype_9	FORWARD
ncbi-curated/KY049876	S6_genotype_13	FORWARD
ncbi-curated/KY049885	S6_genotype_18	FORWARD
ncbi-curated/KY049885	S6_genotype_8	FORWARD
ncbi-curated/KY092036	S6_genotype_1	FORWARD
ncbi-curated/KY092037	S6_genotype_2	FORWARD
ncbi-curated/KY092038	S6_genotype_9	FORWARD
ncbi-curated/KY092039	S6_genotype_9	FORWARD
ncbi-curated/KY092040	S6_genotype_3	FORWARD
ncbi-curated/KY092041	S6_genotype_3	FORWARD
ncbi-curated/KY092041	S6_genotype_6	FORWARD
ncbi-curated/KY092042	S6_genotype_3	FORWARD
ncbi-curated/KY092043	S6_genotype_3	FORWARD
ncbi-curated/KY092044	S6_genotype_3	FORWARD
ncbi-curated/KY092044	S6_genotype_6	FORWARD
ncbi-curated/KY092045	S6_genotype_3	FORWARD
ncbi-curated/KY092046	S6_genotype_3	FORWARD
ncbi-curated/KY092046	S6_genotype_6	FORWARD
ncbi-curated/KY092047	S6_genotype_3	FORWARD
ncbi-curated/KY092047	S6_genotype_6	FORWARD
ncbi-curated/KY092048	S6_genotype_3	FORWARD
ncbi-curated/KY092048	S6_genotype_6	FORWARD
ncbi-curated/KY092049	S6_genotype_3	FORWARD
ncbi-curated/KY092049	S6_genotype_6	FORWARD
ncbi-curated/KY092050	S6_genotype_3	FORWARD
ncbi-curated/KY092050	S6_genotype_6	FORWARD
ncbi-curated/KY092051	S6_genotype_3	FORWARD
ncbi-curated/KY092051	S6_genotype_6	FORWARD
ncbi-curated/KY092052	S6_genotype_3	FORWARD
ncbi-curated/KY092052	S6_genotype_6	FORWARD
ncbi-curated/KY092053	S6_genotype_3	FORWARD
ncbi-curated/KY092053	S6_genotype_6	FORWARD
ncbi-curated/KY092054	S6_genotype_3	FORWARD
ncbi-curated/KY092054	S6_genotype_6	FORWARD
ncbi-curated/KY092055	S6_genotype_3	FORWARD
ncbi-curated/KY092055	S6_genotype_6	FORWARD
ncbi-curated/KY092056	S6_genotype_3	FORWARD
ncbi-curated/KY092057	S6_genotype_6	FORWARD
ncbi-curated/KY092057	S6_genotype_3	FORWARD
ncbi-curated/KY092058	S6_genotype_3	FORWARD
ncbi-curated/KY092059	S6_genotype_8	FORWARD
ncbi-curated/KY092059	S6_genotype_18	FORWARD
ncbi-curated/KY092060	S6_genotype_10	FORWARD
ncbi-curated/KY092061	S6_genotype_10	FORWARD
ncbi-curated/KY092062	S6_genotype_22	FORWARD
ncbi-curated/KY432374	S6_genotype_6	FORWARD
ncbi-curated/KY432374	S6_genotype_3	FORWARD
ncbi-curated/KY513442	S6_genotype_2	FORWARD
ncbi-curated/KY513459	S6_genotype_24	FORWARD
ncbi-curated/KY513459	S6_genotype_4	FORWARD
ncbi-curated/KY654333	S6_genotype_24	FORWARD
ncbi-curated/L15424	S6_genotype_17	FORWARD
ncbi-curated/LN713675	S6_genotype_27	FORWARD
ncbi-curated/M21845	S6_genotype_2	FORWARD
ncbi-curated/M21845	S6_genotype_23	FORWARD
ncbi-curated/M21845	S6_genotype_1	FORWARD
ncbi-curated/M36713	S6_genotype_1	FORWARD
ncbi-curated/M73715	S6_genotype_17	FORWARD
ncbi-curated/MF124287	S6_genotype_26	FORWARD
ncbi-curated/MF124287	S6_genotype_10	FORWARD
ncbi-curated/MF124287	S6_genotype_17	FORWARD
ncbi-curated/MF124297	S6_genotype_6	FORWARD
ncbi-curated/MF124297	S6_genotype_3	FORWARD
ncbi-curated/MF384690	S6_genotype_1	FORWARD
ncbi-curated/MF384690	S6_genotype_2	FORWARD
ncbi-curated/MF384691	S6_genotype_1	FORWARD
ncbi-curated/MF384691	S6_genotype_2	FORWARD
ncbi-curated/MF384692	S6_genotype_1	FORWARD
ncbi-curated/MF384692	S6_genotype_2	FORWARD
ncbi-curated/MF384693	S6_genotype_1	FORWARD
ncbi-curated/MF384693	S6_genotype_2	FORWARD
ncbi-curated/MF384694	S6_genotype_1	FORWARD
ncbi-curated/MF384694	S6_genotype_2	FORWARD
ncbi-curated/MF384695	S6_genotype_1	FORWARD
ncbi-curated/MF384696	S6_genotype_1	FORWARD
ncbi-curated/MF384696	S6_genotype_2	FORWARD
ncbi-curated/MF384697	S6_genotype_1	FORWARD
ncbi-curated/MF384697	S6_genotype_2	FORWARD
ncbi-curated/MF384698	S6_genotype_1	FORWARD
ncbi-curated/MF384699	S6_genotype_1	FORWARD
ncbi-curated/MF384699	S6_genotype_2	FORWARD
ncbi-curated/MF384700	S6_genotype_2	FORWARD
ncbi-curated/MF384700	S6_genotype_1	FORWARD
ncbi-curated/MF384701	S6_genotype_1	FORWARD
ncbi-curated/MF384701	S6_genotype_2	FORWARD
ncbi-curated/MF384702	S6_genotype_2	FORWARD
ncbi-curated/MF384703	S6_genotype_1	FORWARD
ncbi-curated/MF384703	S6_genotype_2	FORWARD
ncbi-curated/MF384704	S6_genotype_1	FORWARD
ncbi-curated/MF384704	S6_genotype_2	FORWARD
ncbi-curated/MF384705	S6_genotype_1	FORWARD
ncbi-curated/MF384705	S6_genotype_2	FORWARD
ncbi-curated/MF384706	S6_genotype_1	FORWARD
ncbi-curated/MF384706	S6_genotype_2	FORWARD
ncbi-curated/MF384707	S6_genotype_1	FORWARD
ncbi-curated/MF384707	S6_genotype_2	FORWARD
ncbi-curated/MF384708	S6_genotype_1	FORWARD
ncbi-curated/MF384709	S6_genotype_1	FORWARD
ncbi-curated/MF384710	S6_genotype_1	FORWARD
ncbi-curated/MF384710	S6_genotype_2	FORWARD
ncbi-curated/MF384711	S6_genotype_1	FORWARD
ncbi-curated/MF384711	S6_genotype_2	FORWARD
ncbi-curated/MF384712	S6_genotype_2	FORWARD
ncbi-curated/MF384712	S6_genotype_1	FORWARD
ncbi-curated/MF384713	S6_genotype_1	FORWARD
ncbi-curated/MF384713	S6_genotype_2	FORWARD
ncbi-curated/MF384714	S6_genotype_1	FORWARD
ncbi-curated/MF384714	S6_genotype_2	FORWARD
ncbi-curated/MF384715	S6_genotype_1	FORWARD
ncbi-curated/MF384715	S6_genotype_2	FORWARD
ncbi-curated/MF384716	S6_genotype_1	FORWARD
ncbi-curated/MF384716	S6_genotype_2	FORWARD
ncbi-curated/MF384717	S6_genotype_1	FORWARD
ncbi-curated/MF384717	S6_genotype_2	FORWARD
ncbi-curated/MF384718	S6_genotype_1	FORWARD
ncbi-curated/MF384718	S6_genotype_2	FORWARD
ncbi-curated/MF384719	S6_genotype_1	FORWARD
ncbi-curated/MF384719	S6_genotype_2	FORWARD
ncbi-curated/MF384720	S6_genotype_1	FORWARD
ncbi-curated/MF384720	S6_genotype_2	FORWARD
ncbi-curated/MF384721	S6_genotype_1	FORWARD
ncbi-curated/MF384721	S6_genotype_2	FORWARD
ncbi-curated/MF384722	S6_genotype_2	FORWARD
ncbi-curated/MF384722	S6_genotype_23	FORWARD
ncbi-curated/MF384723	S6_genotype_2	FORWARD
ncbi-curated/MF384723	S6_genotype_23	FORWARD
ncbi-curated/MF384724	S6_genotype_2	FORWARD
ncbi-curated/MF384725	S6_genotype_21	FORWARD
ncbi-curated/MF384725	S6_genotype_16	FORWARD
ncbi-curated/MF384726	S6_genotype_5	FORWARD
ncbi-curated/MF384726	S6_genotype_16	FORWARD
ncbi-curated/MF384727	S6_genotype_15	FORWARD
ncbi-curated/MF384728	S6_genotype_16	FORWARD
ncbi-curated/MF384729	S6_genotype_16	FORWARD
ncbi-curated/MF384730	S6_genotype_21	FORWARD
ncbi-curated/MF384731	S6_genotype_21	FORWARD
ncbi-curated/MF384732	S6_genotype_21	FORWARD
ncbi-curated/MF384733	S6_genotype_21	FORWARD
ncbi-curated/MF384734	S6_genotype_21	FORWARD
ncbi-curated/MF384735	S6_genotype_21	FORWARD
ncbi-curated/MF384736	S6_genotype_21	FORWARD
ncbi-curated/MF384737	S6_genotype_21	FORWARD
ncbi-curated/MF384738	S6_genotype_21	FORWARD
ncbi-curated/MF384739	S6_genotype_21	FORWARD
ncbi-curated/MF384740	S6_genotype_21	FORWARD
ncbi-curated/MF384741	S6_genotype_21	FORWARD
ncbi-curated/MF384742	S6_genotype_21	FORWARD
ncbi-curated/MF384743	S6_genotype_16	FORWARD
ncbi-curated/MF384744	S6_genotype_16	FORWARD
ncbi-curated/MF384745	S6_genotype_16	FORWARD
ncbi-curated/MF384746	S6_genotype_16	FORWARD
ncbi-curated/MF384747	S6_genotype_16	FORWARD
ncbi-curated/MF384748	S6_genotype_16	FORWARD
ncbi-curated/MF384749	S6_genotype_16	FORWARD
ncbi-curated/MF384750	S6_genotype_23	FORWARD
ncbi-curated/MF384751	S6_genotype_23	FORWARD
ncbi-curated/MF615242	S6_genotype_12	FORWARD
ncbi-curated/MF673725	S6_genotype_25	FORWARD
ncbi-curated/MG206082	S6_genotype_16	FORWARD
ncbi-curated/MH346496	S6_genotype_15	FORWARD
ncbi-curated/NC_006010	S6_genotype_10	FORWARD
ncbi-curated/U03284	S6_genotype_17	FORWARD
ncbi-curated/U03285	S6_genotype_10	FORWARD
ncbi-curated/X54308	S6_genotype_13	FORWARD
ncbi-curated/X55359	S6_genotype_17	FORWARD
ncbi-curated/X62283	S6_genotype_2	FORWARD
