querySequenceId	categoryId	direction
ncbi-curated/KM233615	S2_genotype_4	FORWARD
ncbi-curated/KM580420	S2_genotype_11	FORWARD
ncbi-curated/KM580426	S2_genotype_11	FORWARD
ncbi-curated/KM580435	S2_genotype_11	FORWARD
ncbi-curated/KM580450	S2_genotype_11	FORWARD
ncbi-curated/KM580453	S2_genotype_11	FORWARD
ncbi-curated/KM580464	S2_genotype_11	FORWARD
ncbi-curated/KM580478	S2_genotype_11	FORWARD
ncbi-curated/KM580491	S2_genotype_11	FORWARD
ncbi-curated/KP195125	S2_genotype_4	FORWARD
ncbi-curated/KP195126	S2_genotype_4	FORWARD
ncbi-curated/KP195127	S2_genotype_4	FORWARD
ncbi-curated/KP195128	S2_genotype_4	FORWARD
ncbi-curated/KP195129	S2_genotype_4	FORWARD
ncbi-curated/KP195130	S2_genotype_4	FORWARD
ncbi-curated/KP195131	S2_genotype_4	FORWARD
ncbi-curated/KP195132	S2_genotype_16	FORWARD
ncbi-curated/KP195133	S2_genotype_16	FORWARD
ncbi-curated/KP195134	S2_genotype_16	FORWARD
ncbi-curated/KP195135	S2_genotype_16	FORWARD
ncbi-curated/KP195136	S2_genotype_2	FORWARD
ncbi-curated/KP195137	S2_genotype_2	FORWARD
ncbi-curated/KP195138	S2_genotype_12	FORWARD
ncbi-curated/KP196604	S2_genotype_15	FORWARD
ncbi-curated/KP221197	S2_genotype_4	FORWARD
ncbi-curated/KP221198	S2_genotype_2	FORWARD
ncbi-curated/KP221199	S2_genotype_12	FORWARD
ncbi-curated/KP268775	S2_genotype_2	FORWARD
ncbi-curated/KP268815	S2_genotype_4	FORWARD
ncbi-curated/KP306774	S2_genotype_16	FORWARD
ncbi-curated/KP306775	S2_genotype_16	FORWARD
ncbi-curated/KP306776	S2_genotype_16	FORWARD
ncbi-curated/KP306777	S2_genotype_16	FORWARD
ncbi-curated/KP306778	S2_genotype_16	FORWARD
ncbi-curated/KP306779	S2_genotype_16	FORWARD
ncbi-curated/KP306780	S2_genotype_16	FORWARD
ncbi-curated/KP306781	S2_genotype_16	FORWARD
ncbi-curated/KP306782	S2_genotype_16	FORWARD
ncbi-curated/KP306783	S2_genotype_16	FORWARD
ncbi-curated/KP306784	S2_genotype_16	FORWARD
ncbi-curated/KP306785	S2_genotype_16	FORWARD
ncbi-curated/KP306786	S2_genotype_16	FORWARD
ncbi-curated/KP318786	S2_genotype_4	FORWARD
ncbi-curated/KP318789	S2_genotype_4	FORWARD
ncbi-curated/KP318790	S2_genotype_4	FORWARD
ncbi-curated/KP318791	S2_genotype_4	FORWARD
ncbi-curated/KP318792	S2_genotype_4	FORWARD
ncbi-curated/KP318793	S2_genotype_4	FORWARD
ncbi-curated/KP318794	S2_genotype_4	FORWARD
ncbi-curated/KP318796	S2_genotype_16	FORWARD
ncbi-curated/KP318797	S2_genotype_16	FORWARD
ncbi-curated/KP318798	S2_genotype_16	FORWARD
ncbi-curated/KP318799	S2_genotype_16	FORWARD
ncbi-curated/KP318800	S2_genotype_16	FORWARD
ncbi-curated/KP339135	S2_genotype_1	FORWARD
ncbi-curated/KP339145	S2_genotype_1	FORWARD
ncbi-curated/KP339155	S2_genotype_2	FORWARD
ncbi-curated/KP339165	S2_genotype_2	FORWARD
ncbi-curated/KP339175	S2_genotype_9	FORWARD
ncbi-curated/KP339185	S2_genotype_9	FORWARD
ncbi-curated/KP339195	S2_genotype_16	FORWARD
ncbi-curated/KP339205	S2_genotype_16	FORWARD
ncbi-curated/KP339215	S2_genotype_16	FORWARD
ncbi-curated/KP339225	S2_genotype_16	FORWARD
ncbi-curated/KP339235	S2_genotype_21	FORWARD
ncbi-curated/KP339245	S2_genotype_10	FORWARD
ncbi-curated/KP342321	S2_genotype_4	FORWARD
ncbi-curated/KP342322	S2_genotype_16	FORWARD
ncbi-curated/KP696508	S2_genotype_1	FORWARD
ncbi-curated/KP696553	S2_genotype_1	FORWARD
ncbi-curated/KP696563	S2_genotype_1	FORWARD
ncbi-curated/KP696573	S2_genotype_1	FORWARD
ncbi-curated/KP696583	S2_genotype_2	FORWARD
ncbi-curated/KP696593	S2_genotype_2	FORWARD
ncbi-curated/KP696603	S2_genotype_2	FORWARD
ncbi-curated/KP696613	S2_genotype_9	FORWARD
ncbi-curated/KP696623	S2_genotype_9	FORWARD
ncbi-curated/KP696633	S2_genotype_9	FORWARD
ncbi-curated/KP696642	S2_genotype_9	FORWARD
ncbi-curated/KP696652	S2_genotype_9	FORWARD
ncbi-curated/KP696671	S2_genotype_23	FORWARD
ncbi-curated/KP696681	S2_genotype_23	FORWARD
ncbi-curated/KP696691	S2_genotype_23	FORWARD
ncbi-curated/KP735614	S2_genotype_1	FORWARD
ncbi-curated/KP820980	S2_genotype_8	FORWARD
ncbi-curated/KP820981	S2_genotype_8	FORWARD
ncbi-curated/KP820982	S2_genotype_8	FORWARD
ncbi-curated/KP820983	S2_genotype_14	FORWARD
ncbi-curated/KP820984	S2_genotype_15	FORWARD
ncbi-curated/KP820985	S2_genotype_16	FORWARD
ncbi-curated/KP820986	S2_genotype_16	FORWARD
ncbi-curated/KP820987	S2_genotype_16	FORWARD
ncbi-curated/KP820988	S2_genotype_16	FORWARD
ncbi-curated/KP820989	S2_genotype_16	FORWARD
ncbi-curated/KP820990	S2_genotype_16	FORWARD
ncbi-curated/KP820991	S2_genotype_16	FORWARD
ncbi-curated/KP820992	S2_genotype_16	FORWARD
ncbi-curated/KP820993	S2_genotype_16	FORWARD
ncbi-curated/KP820994	S2_genotype_16	FORWARD
ncbi-curated/KP820995	S2_genotype_1	FORWARD
ncbi-curated/KP820996	S2_genotype_1	FORWARD
ncbi-curated/KP820997	S2_genotype_1	FORWARD
ncbi-curated/KP820998	S2_genotype_1	FORWARD
ncbi-curated/KP820999	S2_genotype_1	FORWARD
ncbi-curated/KP821000	S2_genotype_1	FORWARD
ncbi-curated/KP821001	S2_genotype_1	FORWARD
ncbi-curated/KP821002	S2_genotype_1	FORWARD
ncbi-curated/KP821003	S2_genotype_1	FORWARD
ncbi-curated/KP821004	S2_genotype_1	FORWARD
ncbi-curated/KP821005	S2_genotype_1	FORWARD
ncbi-curated/KP821006	S2_genotype_1	FORWARD
ncbi-curated/KP821007	S2_genotype_1	FORWARD
ncbi-curated/KP821008	S2_genotype_1	FORWARD
ncbi-curated/KP821009	S2_genotype_1	FORWARD
ncbi-curated/KP821010	S2_genotype_1	FORWARD
ncbi-curated/KP821011	S2_genotype_1	FORWARD
ncbi-curated/KP821012	S2_genotype_1	FORWARD
ncbi-curated/KP821013	S2_genotype_1	FORWARD
ncbi-curated/KP821014	S2_genotype_1	FORWARD
ncbi-curated/KP821015	S2_genotype_1	FORWARD
ncbi-curated/KP821016	S2_genotype_1	FORWARD
ncbi-curated/KP821017	S2_genotype_1	FORWARD
ncbi-curated/KP821018	S2_genotype_1	FORWARD
ncbi-curated/KP821019	S2_genotype_1	FORWARD
ncbi-curated/KP821020	S2_genotype_1	FORWARD
ncbi-curated/KP821021	S2_genotype_1	FORWARD
ncbi-curated/KP821022	S2_genotype_1	FORWARD
ncbi-curated/KP821023	S2_genotype_1	FORWARD
ncbi-curated/KP821024	S2_genotype_2	FORWARD
ncbi-curated/KP821025	S2_genotype_2	FORWARD
ncbi-curated/KP821026	S2_genotype_2	FORWARD
ncbi-curated/KP821027	S2_genotype_2	FORWARD
ncbi-curated/KP821028	S2_genotype_2	FORWARD
ncbi-curated/KP821029	S2_genotype_2	FORWARD
ncbi-curated/KP821030	S2_genotype_2	FORWARD
ncbi-curated/KP821031	S2_genotype_2	FORWARD
ncbi-curated/KP821032	S2_genotype_2	FORWARD
ncbi-curated/KP821033	S2_genotype_2	FORWARD
ncbi-curated/KP821034	S2_genotype_2	FORWARD
ncbi-curated/KP821035	S2_genotype_2	FORWARD
ncbi-curated/KP821036	S2_genotype_2	FORWARD
ncbi-curated/KP821037	S2_genotype_2	FORWARD
ncbi-curated/KP821038	S2_genotype_3	FORWARD
ncbi-curated/KP821039	S2_genotype_3	FORWARD
ncbi-curated/KP821040	S2_genotype_4	FORWARD
ncbi-curated/KP821041	S2_genotype_4	FORWARD
ncbi-curated/KP821042	S2_genotype_4	FORWARD
ncbi-curated/KP821043	S2_genotype_4	FORWARD
ncbi-curated/KP821044	S2_genotype_4	FORWARD
ncbi-curated/KP821045	S2_genotype_4	FORWARD
ncbi-curated/KP821046	S2_genotype_4	FORWARD
ncbi-curated/KP821047	S2_genotype_4	FORWARD
ncbi-curated/KP821048	S2_genotype_4	FORWARD
ncbi-curated/KP821049	S2_genotype_4	FORWARD
ncbi-curated/KP821050	S2_genotype_4	FORWARD
ncbi-curated/KP821051	S2_genotype_4	FORWARD
ncbi-curated/KP821052	S2_genotype_4	FORWARD
ncbi-curated/KP821053	S2_genotype_4	FORWARD
ncbi-curated/KP821054	S2_genotype_4	FORWARD
ncbi-curated/KP821055	S2_genotype_4	FORWARD
ncbi-curated/KP821056	S2_genotype_4	FORWARD
ncbi-curated/KP821057	S2_genotype_4	FORWARD
ncbi-curated/KP821058	S2_genotype_4	FORWARD
ncbi-curated/KP821059	S2_genotype_4	FORWARD
ncbi-curated/KP821060	S2_genotype_24	FORWARD
ncbi-curated/KP821061	S2_genotype_4	FORWARD
ncbi-curated/KP821062	S2_genotype_4	FORWARD
ncbi-curated/KP821063	S2_genotype_4	FORWARD
ncbi-curated/KP821064	S2_genotype_4	FORWARD
ncbi-curated/KP821065	S2_genotype_4	FORWARD
ncbi-curated/KP821066	S2_genotype_4	FORWARD
ncbi-curated/KP821067	S2_genotype_4	FORWARD
ncbi-curated/KP821068	S2_genotype_4	FORWARD
ncbi-curated/KP821069	S2_genotype_4	FORWARD
ncbi-curated/KP821070	S2_genotype_4	FORWARD
ncbi-curated/KP821071	S2_genotype_4	FORWARD
ncbi-curated/KP821072	S2_genotype_8	FORWARD
ncbi-curated/KP821073	S2_genotype_8	FORWARD
ncbi-curated/KP821074	S2_genotype_8	FORWARD
ncbi-curated/KP821075	S2_genotype_19	FORWARD
ncbi-curated/KP821076	S2_genotype_8	FORWARD
ncbi-curated/KP821077	S2_genotype_8	FORWARD
ncbi-curated/KP821078	S2_genotype_9	FORWARD
ncbi-curated/KP821079	S2_genotype_9	FORWARD
ncbi-curated/KP821080	S2_genotype_9	FORWARD
ncbi-curated/KP821081	S2_genotype_9	FORWARD
ncbi-curated/KP821082	S2_genotype_9	FORWARD
ncbi-curated/KP821083	S2_genotype_9	FORWARD
ncbi-curated/KP821084	S2_genotype_9	FORWARD
ncbi-curated/KP821085	S2_genotype_9	FORWARD
ncbi-curated/KP821086	S2_genotype_9	FORWARD
ncbi-curated/KP821087	S2_genotype_9	FORWARD
ncbi-curated/KP821088	S2_genotype_9	FORWARD
ncbi-curated/KP821089	S2_genotype_9	FORWARD
ncbi-curated/KP821090	S2_genotype_9	FORWARD
ncbi-curated/KP821091	S2_genotype_9	FORWARD
ncbi-curated/KP821092	S2_genotype_9	FORWARD
ncbi-curated/KP821093	S2_genotype_9	FORWARD
ncbi-curated/KP821094	S2_genotype_14	FORWARD
ncbi-curated/KP821095	S2_genotype_14	FORWARD
ncbi-curated/KP821096	S2_genotype_14	FORWARD
ncbi-curated/KP821097	S2_genotype_14	FORWARD
ncbi-curated/KP821098	S2_genotype_15	FORWARD
ncbi-curated/KP821099	S2_genotype_8	FORWARD
ncbi-curated/KP821100	S2_genotype_12	FORWARD
ncbi-curated/KP821101	S2_genotype_5	FORWARD
ncbi-curated/KR061882	S2_genotype_27	FORWARD
ncbi-curated/KR233814	S2_genotype_14	FORWARD
ncbi-curated/KT002579	S2_genotype_7	FORWARD
ncbi-curated/KT317666	S2_genotype_4	FORWARD
ncbi-curated/KT317676	S2_genotype_3	FORWARD
ncbi-curated/KT317686	S2_genotype_8	FORWARD
ncbi-curated/KT317696	S2_genotype_10	FORWARD
ncbi-curated/KT885056	S2_genotype_9	FORWARD
ncbi-curated/KT885066	S2_genotype_11	FORWARD
ncbi-curated/KT885076	S2_genotype_9	FORWARD
ncbi-curated/KT923493	S2_genotype_4	FORWARD
ncbi-curated/KT923494	S2_genotype_4	FORWARD
ncbi-curated/KT945042	S2_genotype_5	FORWARD
ncbi-curated/KT945043	S2_genotype_5	FORWARD
ncbi-curated/KT945044	S2_genotype_5	FORWARD
ncbi-curated/KT945045	S2_genotype_5	FORWARD
ncbi-curated/KT945046	S2_genotype_7	FORWARD
ncbi-curated/KT945047	S2_genotype_7	FORWARD
ncbi-curated/KT945048	S2_genotype_24	FORWARD
ncbi-curated/KT945049	S2_genotype_24	FORWARD
ncbi-curated/KT946759	S2_genotype_12	FORWARD
ncbi-curated/KT946760	S2_genotype_12	FORWARD
ncbi-curated/KT946761	S2_genotype_12	FORWARD
ncbi-curated/KU234258	S2_genotype_1	FORWARD
ncbi-curated/KU355785	S2_genotype_24	FORWARD
ncbi-curated/KU569991	S2_genotype_8	FORWARD
ncbi-curated/KU710717	S2_genotype_9	FORWARD
ncbi-curated/KU760988	S2_genotype_27	FORWARD
ncbi-curated/KU760998	S2_genotype_27	FORWARD
ncbi-curated/KX164020	S2_genotype_1	FORWARD
ncbi-curated/KX164030	S2_genotype_3	FORWARD
ncbi-curated/KX164040	S2_genotype_3	FORWARD
ncbi-curated/KX164050	S2_genotype_3	FORWARD
ncbi-curated/KX164060	S2_genotype_5	FORWARD
ncbi-curated/KX164070	S2_genotype_9	FORWARD
ncbi-curated/KX164080	S2_genotype_12	FORWARD
ncbi-curated/KX164090	S2_genotype_12	FORWARD
ncbi-curated/KX164100	S2_genotype_13	FORWARD
ncbi-curated/KX164110	S2_genotype_14	FORWARD
ncbi-curated/KX164120	S2_genotype_18	FORWARD
ncbi-curated/KX164130	S2_genotype_19	FORWARD
ncbi-curated/KX164140	S2_genotype_22	FORWARD
ncbi-curated/KX164150	S2_genotype_24	FORWARD
ncbi-curated/KX234079	S2_genotype_27	FORWARD
ncbi-curated/KX247938	S2_genotype_2	FORWARD
ncbi-curated/KX247939	S2_genotype_10	FORWARD
ncbi-curated/KX267964	S2_genotype_3	FORWARD
ncbi-curated/KX267965	S2_genotype_14	FORWARD
ncbi-curated/KX267966	S2_genotype_18	FORWARD
ncbi-curated/KX302635	S2_genotype_16	FORWARD
ncbi-curated/KX442583	S2_genotype_9	FORWARD
ncbi-curated/KX442584	S2_genotype_13	FORWARD
ncbi-curated/KX442585	S2_genotype_18	FORWARD
ncbi-curated/KX599360	S2_genotype_17	FORWARD
ncbi-curated/KX695171	S2_genotype_24	FORWARD
ncbi-curated/KX695171	S2_genotype_26	FORWARD
ncbi-curated/KX695171	S2_genotype_4	FORWARD
ncbi-curated/KX815885	S2_genotype_8	FORWARD
ncbi-curated/KX815886	S2_genotype_22	FORWARD
ncbi-curated/KX905151	S2_genotype_12	FORWARD
ncbi-curated/KX977572	S2_genotype_8	FORWARD
ncbi-curated/KX977573	S2_genotype_8	FORWARD
ncbi-curated/KX977574	S2_genotype_8	FORWARD
ncbi-curated/KX977575	S2_genotype_8	FORWARD
ncbi-curated/KX977576	S2_genotype_8	FORWARD
ncbi-curated/KX977577	S2_genotype_8	FORWARD
ncbi-curated/KX977578	S2_genotype_8	FORWARD
ncbi-curated/KX977579	S2_genotype_8	FORWARD
ncbi-curated/KX977580	S2_genotype_8	FORWARD
ncbi-curated/KY049844	S2_genotype_1	FORWARD
ncbi-curated/KY049854	S2_genotype_1	FORWARD
ncbi-curated/KY075918	S2_genotype_14	FORWARD
ncbi-curated/KY075919	S2_genotype_14	FORWARD
ncbi-curated/KY075920	S2_genotype_14	FORWARD
ncbi-curated/KY075921	S2_genotype_14	FORWARD
ncbi-curated/KY075922	S2_genotype_14	FORWARD
ncbi-curated/KY075923	S2_genotype_14	FORWARD
ncbi-curated/KY075924	S2_genotype_14	FORWARD
ncbi-curated/KY075925	S2_genotype_14	FORWARD
ncbi-curated/KY075926	S2_genotype_14	FORWARD
ncbi-curated/KY092144	S2_genotype_22	FORWARD
ncbi-curated/KY092145	S2_genotype_9	FORWARD
ncbi-curated/KY092146	S2_genotype_9	FORWARD
ncbi-curated/KY092147	S2_genotype_14	FORWARD
ncbi-curated/KY092148	S2_genotype_14	FORWARD
ncbi-curated/KY092149	S2_genotype_2	FORWARD
ncbi-curated/KY092150	S2_genotype_10	FORWARD
ncbi-curated/KY092151	S2_genotype_10	FORWARD
ncbi-curated/KY092152	S2_genotype_18	FORWARD
ncbi-curated/KY092153	S2_genotype_3	FORWARD
ncbi-curated/KY092154	S2_genotype_3	FORWARD
ncbi-curated/KY092155	S2_genotype_3	FORWARD
ncbi-curated/KY092156	S2_genotype_3	FORWARD
ncbi-curated/KY092157	S2_genotype_3	FORWARD
ncbi-curated/KY092158	S2_genotype_3	FORWARD
ncbi-curated/KY092159	S2_genotype_3	FORWARD
ncbi-curated/KY092160	S2_genotype_3	FORWARD
ncbi-curated/KY092161	S2_genotype_3	FORWARD
ncbi-curated/KY092162	S2_genotype_3	FORWARD
ncbi-curated/KY092163	S2_genotype_3	FORWARD
ncbi-curated/KY092164	S2_genotype_3	FORWARD
ncbi-curated/KY092165	S2_genotype_3	FORWARD
ncbi-curated/KY092166	S2_genotype_3	FORWARD
ncbi-curated/KY092167	S2_genotype_3	FORWARD
ncbi-curated/KY092168	S2_genotype_3	FORWARD
ncbi-curated/KY092169	S2_genotype_3	FORWARD
ncbi-curated/KY092170	S2_genotype_1	FORWARD
ncbi-curated/KY365755	S2_genotype_27	FORWARD
ncbi-curated/KY432370	S2_genotype_3	FORWARD
ncbi-curated/KY471278	S2_genotype_2	FORWARD
ncbi-curated/KY471279	S2_genotype_11	FORWARD
ncbi-curated/KY471280	S2_genotype_13	FORWARD
ncbi-curated/KY471281	S2_genotype_17	FORWARD
ncbi-curated/KY513441	S2_genotype_2	FORWARD
ncbi-curated/KY513445	S2_genotype_4	FORWARD
ncbi-curated/KY513446	S2_genotype_4	FORWARD
ncbi-curated/KY513447	S2_genotype_4	FORWARD
ncbi-curated/KY513448	S2_genotype_5	FORWARD
ncbi-curated/KY513449	S2_genotype_5	FORWARD
ncbi-curated/KY513450	S2_genotype_5	FORWARD
ncbi-curated/KY513451	S2_genotype_5	FORWARD
ncbi-curated/KY513452	S2_genotype_5	FORWARD
ncbi-curated/KY513453	S2_genotype_5	FORWARD
ncbi-curated/KY513454	S2_genotype_8	FORWARD
ncbi-curated/KY513455	S2_genotype_8	FORWARD
ncbi-curated/KY513456	S2_genotype_16	FORWARD
ncbi-curated/KY513457	S2_genotype_16	FORWARD
ncbi-curated/KY513458	S2_genotype_4	FORWARD
ncbi-curated/KY513460	S2_genotype_5	FORWARD
ncbi-curated/KY654329	S2_genotype_4	FORWARD
ncbi-curated/KY934047	S2_genotype_1	FORWARD
ncbi-curated/KY934048	S2_genotype_1	FORWARD
ncbi-curated/KY934049	S2_genotype_1	FORWARD
ncbi-curated/KY934050	S2_genotype_16	FORWARD
ncbi-curated/KY934051	S2_genotype_16	FORWARD
ncbi-curated/KY934052	S2_genotype_16	FORWARD
ncbi-curated/KY947342	S2_genotype_4	FORWARD
ncbi-curated/KY947343	S2_genotype_4	FORWARD
ncbi-curated/KY947344	S2_genotype_4	FORWARD
ncbi-curated/KY947345	S2_genotype_4	FORWARD
ncbi-curated/KY947346	S2_genotype_4	FORWARD
ncbi-curated/KY947347	S2_genotype_4	FORWARD
ncbi-curated/KY947348	S2_genotype_4	FORWARD
ncbi-curated/KY947349	S2_genotype_4	FORWARD
ncbi-curated/KY947350	S2_genotype_4	FORWARD
ncbi-curated/KY947351	S2_genotype_4	FORWARD
ncbi-curated/L11741	S2_genotype_13	FORWARD
ncbi-curated/L11874	S2_genotype_13	FORWARD
ncbi-curated/L29026	S2_genotype_10	FORWARD
ncbi-curated/L29027	S2_genotype_10	FORWARD
ncbi-curated/L42168	S2_genotype_3	FORWARD
ncbi-curated/L42169	S2_genotype_3	FORWARD
ncbi-curated/L42170	S2_genotype_1	FORWARD
ncbi-curated/L42171	S2_genotype_1	FORWARD
ncbi-curated/L46683	S2_genotype_16	FORWARD
ncbi-curated/L46684	S2_genotype_21	FORWARD
ncbi-curated/L46685	S2_genotype_23	FORWARD
ncbi-curated/L46686	S2_genotype_9	FORWARD
ncbi-curated/M11787	S2_genotype_10	FORWARD
ncbi-curated/M17437	S2_genotype_11	FORWARD
ncbi-curated/M17438	S2_genotype_17	FORWARD
ncbi-curated/M21844	S2_genotype_1	FORWARD
ncbi-curated/M21946	S2_genotype_2	FORWARD
ncbi-curated/MF045068	S2_genotype_1	FORWARD
ncbi-curated/MF045069	S2_genotype_1	FORWARD
ncbi-curated/MF045070	S2_genotype_4	FORWARD
ncbi-curated/MF045071	S2_genotype_4	FORWARD
ncbi-curated/MF045072	S2_genotype_4	FORWARD
ncbi-curated/MF045073	S2_genotype_17	FORWARD
ncbi-curated/MF045074	S2_genotype_17	FORWARD
ncbi-curated/MF124283	S2_genotype_26	FORWARD
ncbi-curated/MF124293	S2_genotype_3	FORWARD
ncbi-curated/MF384442	S2_genotype_1	FORWARD
ncbi-curated/MF384443	S2_genotype_1	FORWARD
ncbi-curated/MF384444	S2_genotype_1	FORWARD
ncbi-curated/MF384445	S2_genotype_1	FORWARD
ncbi-curated/MF384446	S2_genotype_1	FORWARD
ncbi-curated/MF384447	S2_genotype_1	FORWARD
ncbi-curated/MF384448	S2_genotype_1	FORWARD
ncbi-curated/MF384449	S2_genotype_1	FORWARD
ncbi-curated/MF384450	S2_genotype_1	FORWARD
ncbi-curated/MF384451	S2_genotype_1	FORWARD
ncbi-curated/MF384452	S2_genotype_1	FORWARD
ncbi-curated/MF384453	S2_genotype_1	FORWARD
ncbi-curated/MF384454	S2_genotype_1	FORWARD
ncbi-curated/MF384455	S2_genotype_1	FORWARD
ncbi-curated/MF384456	S2_genotype_1	FORWARD
ncbi-curated/MF384457	S2_genotype_1	FORWARD
ncbi-curated/MF384458	S2_genotype_1	FORWARD
ncbi-curated/MF384459	S2_genotype_1	FORWARD
ncbi-curated/MF384460	S2_genotype_1	FORWARD
ncbi-curated/MF384461	S2_genotype_1	FORWARD
ncbi-curated/MF384462	S2_genotype_1	FORWARD
ncbi-curated/MF384463	S2_genotype_1	FORWARD
ncbi-curated/MF384464	S2_genotype_1	FORWARD
ncbi-curated/MF384465	S2_genotype_1	FORWARD
ncbi-curated/MF384466	S2_genotype_1	FORWARD
ncbi-curated/MF384467	S2_genotype_1	FORWARD
ncbi-curated/MF384468	S2_genotype_1	FORWARD
ncbi-curated/MF384469	S2_genotype_1	FORWARD
ncbi-curated/MF384470	S2_genotype_1	FORWARD
ncbi-curated/MF384471	S2_genotype_1	FORWARD
ncbi-curated/MF384472	S2_genotype_1	FORWARD
ncbi-curated/MF384473	S2_genotype_1	FORWARD
ncbi-curated/MF384474	S2_genotype_2	FORWARD
ncbi-curated/MF384475	S2_genotype_2	FORWARD
ncbi-curated/MF384476	S2_genotype_2	FORWARD
ncbi-curated/MF384477	S2_genotype_3	FORWARD
ncbi-curated/MF384478	S2_genotype_9	FORWARD
ncbi-curated/MF384479	S2_genotype_15	FORWARD
ncbi-curated/MF384480	S2_genotype_16	FORWARD
ncbi-curated/MF384481	S2_genotype_16	FORWARD
ncbi-curated/MF384482	S2_genotype_21	FORWARD
ncbi-curated/MF384483	S2_genotype_21	FORWARD
ncbi-curated/MF384484	S2_genotype_21	FORWARD
ncbi-curated/MF384485	S2_genotype_21	FORWARD
ncbi-curated/MF384486	S2_genotype_21	FORWARD
ncbi-curated/MF384487	S2_genotype_21	FORWARD
ncbi-curated/MF384488	S2_genotype_21	FORWARD
ncbi-curated/MF384489	S2_genotype_21	FORWARD
ncbi-curated/MF384490	S2_genotype_21	FORWARD
ncbi-curated/MF384491	S2_genotype_21	FORWARD
ncbi-curated/MF384492	S2_genotype_21	FORWARD
ncbi-curated/MF384493	S2_genotype_21	FORWARD
ncbi-curated/MF384494	S2_genotype_21	FORWARD
ncbi-curated/MF384496	S2_genotype_21	FORWARD
ncbi-curated/MF384497	S2_genotype_21	FORWARD
ncbi-curated/MF384498	S2_genotype_21	FORWARD
ncbi-curated/MF384499	S2_genotype_21	FORWARD
ncbi-curated/MF384500	S2_genotype_21	FORWARD
ncbi-curated/MF384501	S2_genotype_21	FORWARD
ncbi-curated/MF384502	S2_genotype_23	FORWARD
ncbi-curated/MF384503	S2_genotype_23	FORWARD
ncbi-curated/MF615238	S2_genotype_12	FORWARD
ncbi-curated/MF673721	S2_genotype_25	FORWARD
ncbi-curated/MG206078	S2_genotype_21	FORWARD
ncbi-curated/MH346492	S2_genotype_15	FORWARD
ncbi-curated/NC_006013	S2_genotype_10	FORWARD
ncbi-curated/S72158	S2_genotype_17	FORWARD
ncbi-curated/U04200	S2_genotype_23	FORWARD
ncbi-curated/U06780	S2_genotype_10	FORWARD
ncbi-curated/U06781	S2_genotype_10	FORWARD
ncbi-curated/U06782	S2_genotype_10	FORWARD
ncbi-curated/U06783	S2_genotype_10	FORWARD
ncbi-curated/U06784	S2_genotype_10	FORWARD
ncbi-curated/U06785	S2_genotype_10	FORWARD
ncbi-curated/U06786	S2_genotype_10	FORWARD
ncbi-curated/X06464	S2_genotype_1	FORWARD
ncbi-curated/X55800	S2_genotype_1	FORWARD
ncbi-curated/X55801	S2_genotype_3	FORWARD
